ward,year,category,location,cost
29,2012,Alley Resurfacing,N MAYFIELD AVE & N MASON AVE & W AUGUSTA BLVD &,54775.0
29,2012,Alley Resurfacing,S CENTRAL AVE & S LOTUS AVE & W ADAMS ST & W,63594.0
29,2012,Alley Resurfacing,N MONITOR AVE & N MENARD AVE & W LE MOYNE ST & W,33201.0
29,2012,Alley Speed Hump,N MASSASOIT AVE & W DIVISION ST & N MENARD AVE & W,1400.0
29,2012,Alley Speed Hump,W NORTH AVE & N NARRAGANSETT AVE & N MOBILE AVE,1400.0
29,2012,Curb & Gutter,ON WASHINGTON FROM N MAYFIELD AV (5850 W) TO N,16396.0
29,2012,Curb & Gutter,ON W WASHINGTON BLVD FROM N MAYFIELD AV (5850 W),52946.0
29,2012,Sidewalk,ON W ERIE ST FROM N MENARD AV (5800 W) TO N,1761.0
29,2012,Sidewalk,ON N AUSTIN BLVD FROM W HIRSCH ST (1400 N) TO W LE,33730.0
29,2012,Sidewalk,ON W ERIE ST FROM N MAYFIELD AV (5850 W) TO N,451.0
29,2012,Street Resurfacing,ON W THOMAS ST FROM N MASON AV (5932 W) TO N,18660.0
29,2012,Street Resurfacing,ON W BLOOMINGDALE AVE FROM N MEADE AV (6100 W),46052.0
29,2012,Street Resurfacing,ON W HURON ST FROM N PARKSIDE AV (5632 W) TO N,34296.0
29,2012,Street Resurfacing,ON S MASON AVE FROM W MADISON ST (0 N) TO W ADAMS,59595.0
29,2012,Street Resurfacing,ON W POTOMAC AVE FROM N WALLER AV (5700 W) TO N,17220.0
29,2012,Street Resurfacing,ON W BLOOMINGDALE AVE FROM N AUSTIN AV (6000 W),27116.0
29,2012,Street Resurfacing,ON W POTOMAC AVE FROM N PARKSIDE AV (5632 W) TO N,17313.0
29,2012,Street Resurfacing,ON W IOWA ST FROM N CENTRAL AV (5600 W) TO N,34225.0
29,2012,Street Resurfacing,ON W BLOOMINGDALE AVE FROM N MCVICKER AV (6032,26185.0
29,2012,Street Resurfacing,ON N MELVINA AVE FROM W WRIGHTWOOD AV (2600 N) TO,39373.0
29,2012,Street Resurfacing,ON N MAYFIELD AVE FROM W AUGUSTA BV (1000 N) TO W,75969.0
29,2012,Street Resurfacing,ON S LEAMINGTON AVE FROM W VAN BUREN ST (420 S) TO,19549.0
29,2012,Street Speed Hump,ON N MASSASOIT AVE FROM W IOWA ST (900 N) TO W,3700.0
29,2012,Street Light Residential,ON PARKSIDE FROM W CHICAGO AV (800 N) TO W HURON,96000.0
29,2012,Street Light Residential,ON MASSASOIT FROM W AUGUSTA BV (1000 N) TO W,128000.0
29,2012,Street Light Residential,ON MENARD FROM W AUGUSTA BV (1000 N) TO W,128000.0
29,2012,Street Light Residential,ON WALLER FROM W CHICAGO AV (800 N) TO W HURON ST,96000.0
29,2012,Street Light Upgrade,1639 N NARRAGANSETT AVE,350.0
30,2012,Alley Apron,ON W ROSCOE ST FROM 4141 W TO N KEDVALE AV (4127 W),9017.0
30,2012,Alley Apron,ON W GEORGE ST FROM 3614 W TO N CENTRAL PARK AV,9722.0
30,2012,Alley Apron,ON N LOWELL AVE FROM 3416 N TO W ROSCOE ST (3400 N),9256.0
30,2012,Alley Apron,ON W ADDISON ST FROM 4116 W TO N KEDVALE AV (4120,9608.0
30,2012,Alley Resurfacing,N PULASKI RD & N SPRINGFIELD AVE & W ADDISON ST & W,43970.0
30,2012,Alley Resurfacing,N KILDARE AVE & N KEELER AVE & W SCHOOL ST & W,17906.0
30,2012,Alley Resurfacing,N KEELER AVE & N TRIPP AVE & W NORTH AVE & W,48043.0
30,2012,Alley Resurfacing,N KARLOV AVE & N KEDVALE AVE & W BLOOMINGDALE,3029.0
30,2012,Alley Resurfacing,N KEELER AVE & N TRIPP AVE & W BLOOMINGDALE AVE &,49837.0
30,2012,Alley Resurfacing,N KEYSTONE AVE & N PULASKI RD & W ARMITAGE AVE &,45276.0
30,2012,Alley Resurfacing,N HARDING AVE & N PULASKI RD & W CORTLAND ST & W,27256.0
30,2012,Alley Resurfacing,N CICERO AVE & N KEATING AVE & W ADDISON ST & W,25926.0
30,2012,Alley Speed Hump,N LUNA AVE & N LINDER AVE & W BELMONT AVE & W,700.0
30,2012,Alley Speed Hump,N KENTON AVE & N KOLMAR AVE & W ROSCOE ST & W,1400.0
30,2012,Alley Speed Hump,N KEELER AVE & N TRIPP AVE & W PALMER & W DICKENS,700.0
30,2012,Curb & Gutter,ON W BARRY AVE FROM N MONITOR AV (5832 W) TO N,11573.0
30,2012,Curb & Gutter,ON W CORNELIA AVE FROM N LOWELL AV (4332 W) TO N,11386.0
30,2012,Curb & Gutter,ON N MENARD AVE FROM W WELLINGTON AV (3000 N) TO,2642.0
30,2012,Curb & Gutter,ON N AVERS AVE FROM W GRAND AV (1316 N) TO W,2996.0
30,2012,Curb & Gutter,ON N LAWNDALE AVE FROM W SCHOOL ST (3300 N) TO W,17534.0
30,2012,"In-Road ""State Law Stop",N MILWAUKEE AVE & N SPRINGFIELD AVE,550.0
30,2012,"In-Road ""State Law Stop",N MILWAUKEE AVE & N LAWNDALE AVE,550.0
30,2012,Miscellaneous Other,N CICERO AVE & W CORNELIA AVE pavement markings,314.0
30,2012,Pedestrian Refuge Island,N MILWAUKEE AVE & N SPRINGFIELD AVE,22062.0
30,2012,Sidewalk,ON W GEORGE ST FROM N HARDING AV (3932 W) TO N,3958.0
30,2012,Sidewalk,ON W ROSCOE ST FROM N LOWELL AV (4332 W) TO N,2251.0
30,2012,Sidewalk,ON N KILPATRICK AVE FROM W ROSCOE ST (3400 N) TO W,1220.0
30,2012,Sidewalk,ON MONITOR FROM W WELLINGTON AV (3000 N) TO W,10350.0
30,2012,Sidewalk,ON N KILBOURN AVE FROM W CORNELIA AV (3500 N) TO W,14109.0
30,2012,Sidewalk,ON N DAVLIN CT FROM W BARRY AV (3070 N) TO N,78534.0
30,2012,Sidewalk,ON W WELLINGTON AVE FROM N HAMLIN AV (3760 W) TO,8644.0
30,2012,Sidewalk,ON N MONITOR AVE FROM W SCHUBERT AV (2700 N) TO W,1372.0
30,2012,Sidewalk,ON N RIDGEWAY AVE FROM N MILWAUKEE AV (3077 N) TO,30165.0
30,2012,Sidewalk,ON N MASON AVE FROM W GEORGE ST (2900 N) TO W,86833.0
30,2012,Sidewalk,ON N PULASKI RD FROM W DICKENS AV (2100 N) TO W,14915.0
30,2012,Sidewalk,ON MANGO FROM W BARRY AV (3100 N) TO W BELMONT,28765.0
30,2012,Sidewalk,ON N TRIPP AVE FROM W ROSCOE ST (3400 N) TO N,88611.0
30,2012,Sidewalk,ON N MARMORA AVE FROM W SCHUBERT AVE (2700 N) TO,3375.0
30,2012,Sidewalk,ON N PARKSIDE AVE FROM W SCHUBERT AV (2700 N) TO W,1603.0
30,2012,Street Resurfacing,ON W WELLINGTON AVE FROM N MANGO AV (5732 W) TO N,49306.0
30,2012,Street Resurfacing,ON N KILPATRICK AVE FROM W SCHOOL ST (3300 N) TO W,47931.0
30,2012,Street Resurfacing,ON N MANGO AVE FROM W WELLINGTON AV (3000 N) TO W,51789.0
30,2012,Street Resurfacing,ON W BARRY AVE FROM N MENARD AV (5800 W) TO N,18966.0
30,2012,Street Resurfacing,ON N RIDGEWAY AVE FROM W SCHOOL ST (3300 N) TO W,108366.0
30,2012,Street Resurfacing,ON N LINDER AVE FROM W BARRY AV (3100 N) TO W,37015.0
30,2012,Street Resurfacing,ON W GEORGE ST FROM N CENTRAL PARK AV (3600 W) TO,38266.0
30,2012,Street Resurfacing,ON W SCHUBERT AVE FROM N CENTRAL AV (5600 W) TO N,180901.0
30,2012,Street Speed Hump,ON N KARLOV AVE FROM W SCHOOL ST (3300 N) TO N,3700.0
30,2012,Street Speed Hump,ON W ROSCOE ST FROM N LAWNDALE AVE (3700 W) TO N,1850.0
30,2012,Street Speed Hump,ON W ROSCOE ST FROM N KILPATRICK AV (4648 W) TO N,1850.0
30,2012,Street Speed Hump,ON N MAJOR AVE FROM W FULLERTON AV (2400 N) TO W,3700.0
30,2012,Street Light Arterial,N SPRINGFIELD AVE & W HIRSCH ST INSTALL POLE FOR CAMERA,5000.0
30,2012,Street Light Upgrade,5511 W DIVERSEY AVE,350.0
30,2012,Street Light Upgrade,5934 W DIVERSEY AVE,350.0
30,2012,Street Light Upgrade,3925 W EDDY ST,350.0
30,2012,Street Light Upgrade,5503 W DIVERSEY AVE,350.0
30,2012,Street Light Upgrade,5531 W DIVERSEY AVE,350.0
30,2012,Street Light Upgrade,ON NEWPORT FROM N PULASKI RD (4000 W) TO N KARLOV,1050.0
30,2012,High Definition Camera,Springfield & Hirsch,22500.0
31,2012,Alley Apron,ON W FLETCHER ST FROM 4114 W TO N KARLOV AV (4100,8961.0
31,2012,Alley Resurfacing,W DIVERSEY AVE & W GEORGE ST & N KILBOURN AVE & N,43886.0
31,2012,Alley Resurfacing,W DIVERSEY PKWY & W PARKER AVE & N CICERO AVE & N,53266.0
31,2012,Alley Resurfacing,N CICERO AVE & N LAMON AVE & W PARKER AVE & W,31650.0
31,2012,Street Resurfacing,ON N LONG AVE FROM W GEORGE ST (2900 N) TO W,79623.0
31,2012,Street Resurfacing,ON W BARRY AVE FROM N LINDER AV (5500 W) TO N,15025.0
31,2012,Street Resurfacing,ON W ALTGELD ST FROM N LAVERGNE AV (5000 W) TO N,53445.0
31,2012,Street Resurfacing,ON N LINDER AVE FROM W WELLINGTON AV (3000 N) TO W,53879.0
31,2012,Street Resurfacing,ON W NELSON ST FROM N PULASKI RD (4000 W) TO N,48589.0
31,2012,Street Resurfacing,ON W GEORGE ST FROM N LAVERGNE AV (5000 W) TO N,61461.0
31,2012,Street Resurfacing,ON N LINDER AVE FROM W GEORGE ST (2900 N) TO W,37525.0
31,2012,Street Resurfacing,ON N TRIPP AVE FROM W DIVERSEY AV (2800 N) TO W,54655.0
31,2012,Street Resurfacing,ON W PARKER AVE FROM N KILPATRICK AV (4700 W) TO N,51824.0
31,2012,Street Resurfacing,ON W ALTGELD ST FROM N KILPATRICK AV (4700 W) TO N,52402.0
31,2012,Street Resurfacing,ON N LONG AVE FROM W WELLINGTON AV (3000 N) TO W,83559.0
31,2012,Street Resurfacing,ON N KOLMAR AVE FROM W GEORGE ST (2900 N) TO W,30373.0
31,2012,Street Resurfacing,ON W DEMING PL FROM N CICERO AV (4800 W) TO N,36285.0
31,2012,Street Resurfacing,ON W WRIGHTWOOD AVE FROM N KILBOURN AV (4500 W),40850.0
31,2012,Street Resurfacing,ON N PARKSIDE AVE FROM W GEORGE ST (2900 N) TO W,52213.0
31,2012,Street Resurfacing,ON N LUNA AVE FROM W GEORGE ST (2900 N) TO W,38635.0
31,2012,Street Resurfacing,ON N LONG AVE FROM W DIVERSEY AV (2800 N) TO W,36880.0
31,2012,Street Resurfacing,ON W OAKDALE AVE FROM N LAVERGNE AV (5000 W) TO N,40382.0
31,2012,Street Resurfacing,ON W WELLINGTON AVE FROM N LARAMIE AV (5200 W) TO,38080.0
31,2012,Street Speed Hump,ON N KILBOURN AVE FROM W CORTLAND ST (1900 N) TO W,3700.0
31,2012,Street Speed Hump,ON W PARKER AVE FROM N KILBOURN AV (4500 W) TO N,3700.0
31,2012,Street Speed Hump,ON W MEDILL AVE FROM N LECLAIRE AV (5100 W) TO N,3700.0
31,2012,Street Speed Hump,ON W ALTGELD ST FROM N LARAMIE AV (5200 W) TO N,3700.0
31,2012,Street Speed Hump,ON N LECLAIRE AVE FROM W PALMER ST (2200 N) TO W,3700.0
31,2012,Street Speed Hump,ON W ALTGELD ST FROM N LECLAIRE AV (5100 W) TO N,3700.0
31,2012,Floodlight,2000 N LAMON AVE,2000.0
31,2012,Floodlight,4877 W HOMER ST,500.0
31,2012,Street Light Residential,ON W MONTANA ST FROM N CICERO AV (4800 W) TO N,154000.0
31,2012,Street Light Residential,ON W ALTGELD ST FROM N CICERO AV (4800 W) TO N,79900.0
31,2012,Street Light Upgrade,4939 W GEORGE ST,350.0
31,2012,Street Light Upgrade,2711 N LAMON AVE,350.0
31,2012,High Definition Camera,"Wellington & Kilpatrick (TPC = $22,500) 2011 menu is $5,250",22500.0
32,2012,Alley Resurfacing,N MAUD AVE & N SHEFFIELD AVE & N CLYBOURN AVE & N,44500.0
32,2012,"In-Road ""State Law Stop",N LINCOLN AVE & W CORNELIA AVE,410.0
32,2012,"In-Road ""State Law Stop",N OAKLEY AVE & W ARMITAGE AVE,950.0
32,2012,"In-Road ""State Law Stop",N DAMEN AVE & W CORTLAND ST,950.0
32,2012,Pavement Markings,W NELSON ST & N DAMEN AVE,1200.0
32,2012,Street Bump Outs,ON W WEBSTER AVE FROM N DOMINICK ST (1533 W) TO N,43788.0
32,2012,Street Resurfacing,ON W FLETCHER ST FROM N HOYNE AV (2100 W) TO N,54783.0
32,2012,Street Resurfacing,ON W DICKENS AVE FROM N DAMEN AV (2000 W) TO N,49232.0
32,2012,Street Resurfacing,ON W CHARLESTON ST FROM N DAMEN AV (2000 W) TO N,52737.0
32,2012,Street Resurfacing,ON N MARSHFIELD AVE FROM W WRIGHTWOOD AV (2600,100262.0
32,2012,Street Resurfacing,ON N PAULINA ST FROM W CORTLAND ST (1900 N) TO W,40713.0
32,2012,Street Resurfacing,ON W SHAKESPEARE AVE FROM N HOYNE AV (2100 W) TO,37232.0
32,2012,Street Resurfacing,ON W HENDERSON ST FROM N WOLCOTT AV (1900 W) TO N,53062.0
32,2012,Street Resurfacing,ON N GREENVIEW AVE FROM W FULLERTON AV (2400 N),27832.0
32,2012,Street Resurfacing,ON W WINCHESTER AVE FROM W NORTH AV (1600 N) TO W,44337.0
32,2012,Street Resurfacing,ON W CHARLESTON ST FROM N HOYNE AV (2100 W) TO N,53781.0
32,2012,Street Resurfacing,ON N WOLCOTT AVE FROM W NORTH AV (1600 N) TO W,45720.0
32,2012,Street Resurfacing,ON W ROSCOE ST FROM N OAKLEY AV (2300 W) TO N,30911.0
32,2012,Street Resurfacing,ON W WRIGHTWOOD AVE FROM N PAULINA ST (1700 W) TO,33703.0
32,2012,Street Resurfacing,ON W MELROSE ST FROM N DAMEN AV (2000 W) TO N,51892.0
32,2012,Street Resurfacing,ON W LYNDALE ST FROM N LEAVITT ST (2200 W) TO N,29557.0
32,2012,Street Resurfacing,ON N BELL AVE FROM Dead End (7557 N) TO W PALMER ST,51052.0
32,2012,Street Resurfacing,ON N WOLCOTT AVE FROM W ARMITAGE AV (2000 N) TO W,53519.0
32,2012,Street Resurfacing,ON N HERMITAGE AVE FROM W WABANSIA AV (1650 N) TO,108966.0
32,2012,Street Resurfacing,ON N WOLCOTT AVE FROM W WABANSIA AV (1650 N) TO W,48534.0
32,2012,Street Resurfacing,ON N WILMOT AVE FROM N LEAVITT ST (1834 N) TO N,63195.0
32,2012,Street Resurfacing,ON N HOYNE AVE FROM W ROSCOE ST (3400 N) TO W,41157.0
32,2012,Street Resurfacing,ON W HOMER ST FROM N DAMEN AV (2000 W) TO N HOYNE,55181.0
32,2012,Street Resurfacing,ON W MOFFAT ST FROM N HOYNE AV (2100 W) TO N,37396.0
32,2012,Street Resurfacing,ON N WOOD ST FROM W NORTH AV (1600 N) TO W,49992.0
32,2012,Street Speed Hump,ON N HOYNE AVE FROM W SCHOOL ST (3300 N) TO W,3700.0
32,2012,Street Speed Hump,ON N OAKLEY AVE FROM W SHAKESPEARE AV (2140 N) TO,1850.0
32,2012,Street Speed Hump,ON W BARRY AVE FROM N ASHLAND AV (1600 W) TO N,3700.0
32,2012,Street Speed Hump,ON N HERMITAGE AVE FROM W GEORGE ST (2915 N) TO W,1850.0
32,2012,Street Speed Hump,ON N HOYNE AVE FROM W SCHOOL ST (3300 N) TO W,1850.0
33,2012,Alley Resurfacing,N CALIFORNIA AVE & N MOZART ST & W WELLINGTON,37959.0
33,2012,"In-Road ""State Law Stop",N FRANCISCO AVE & W MONTROSE AVE,800.0
33,2012,Miscellaneous Other,N WHIPPLE ST & W MONTROSE AVE In-Road signs,660.0
33,2012,Sidewalk,ON N ELSTON AVE FROM N TROY ST (3450 N) TO N TROY ST,11754.0
33,2012,Sidewalk,ON N TROY ST FROM N ELSTON AV (3526 N) TO W EDDY ST,11754.0
33,2012,Street Resurfacing,ON N SAWYER AVE FROM W LELAND AV (4700 N) TO W,28311.0
33,2012,Street Resurfacing,ON W BYRON ST FROM N FRANCISCO AV (2900 W) TO N,63273.0
33,2012,Street Resurfacing,ON N TROY ST FROM W ROSCOE ST (3400 N) TO N ELSTON,46685.0
33,2012,Street Resurfacing,ON W WINDSOR AVE FROM Dead End (2758 W) TO N MANOR,26447.0
33,2012,Street Resurfacing,ON N SACRAMENTO AVE FROM W BERTEAU AV (4200 N) TO,80920.0
33,2012,Street Light Arterial,N ALBANY AVE & W BYRON ST,3000.0
33,2012,Street Light Residential,ON SACRAMENTO FROM W IRVING PARK RD (4000 N) TO W,144000.0
33,2012,Street Light Residential,ON RICHMOND FROM W IRVING PARK RD (4000 N) TO W,144000.0
33,2012,Street Light Residential,ON FRANCISCO FROM W IRVING PARK RD (4000 N) TO W,144000.0
33,2012,Street Light Residential,ON WHIPPLE FROM W IRVING PARK RD (4000 N) TO W,144000.0
33,2012,Street Light Residential,ON ALBANY FROM W IRVING PARK RD (4000 N) TO W,144000.0
33,2012,Street Light Residential,ON MOZART FROM W IRVING PARK RD (4000 N) TO W,144000.0
33,2012,Street Light Residential,ON TROY FROM W IRVING PARK RD (4000 N) TO W,144000.0
33,2012,Street Light Upgrade,3758 N SACRAMENTO AVE,350.0
34,2012,Alley Apron,ON S PEORIA ST FROM 10457 S TO W 104 ST (10400 S),19115.0
34,2012,Alley Resurfacing,W 117TH ST & W 117TH PL & S LOWE AVE & S WALLACE ST,17623.0
34,2012,Alley Resurfacing,W 116TH ST & W 117TH ST & S GREEN ST & S HALSTED ST,32390.0
34,2012,Alley Resurfacing,117th St - 117th Pl - Lowe - Wallace,2762.0
34,2012,Alley Speed Hump,S JUSTINE ST & S ASHLAND AVE & W 121ST ST & W 122ND,1400.0
34,2012,Alley Speed Hump,S LAFLIN ST & S BISHOP ST & W 112TH PL & W 113TH ST,4200.0
34,2012,Alley Speed Hump,S JUSTINE ST & S ASHLAND AVE & W 120TH ST & W 121ST,2800.0
34,2012,Alley Speed Hump,S UNION AVE & S LOWE AVE & W 101ST ST & W 102ND ST,1400.0
34,2012,Bollard,ON S JUSTINE ST FROM 122 S TO W 122 ST (12200 S),10700.0
34,2012,Bus Pad,201 W 103rd St,2407.0
34,2012,Curb & Gutter,ON W 123RD ST FROM S LAFLIN ST (1500 W) TO S BISHOP ST,12556.0
34,2012,Curb & Gutter,ON S SANGAMON ST FROM W 112 ST (11200 S) TO Dead End,116141.0
34,2012,Curb & Gutter,ON S EMERALD AVE FROM W 104 ST (10400 S) TO W 106 ST,27579.0
34,2012,Curb & Gutter,ON S BEVERLY AVE FROM W 109 ST (10900 S) TO W 109 PL,13083.0
34,2012,Curb & Gutter,ON S GREEN ST FROM W 113 ST (11300 S) TO Dead End (11350,5220.0
34,2012,Curb & Gutter,ON W 118TH ST FROM S LA SALLE ST (140 W) TO S,10895.0
34,2012,Curb & Gutter,ON S ABERDEEN ST FROM W 113 PL (11332 S) TO W 114 PL,3646.0
34,2012,Curb & Gutter,ON S GLENROY AVE FROM W 107 ST (10700 S) TO W 108 ST,38515.0
34,2012,Curb & Gutter,ON S ELIZABETH ST FROM W 114 PL (11432 S) TO W 115 ST,6626.0
34,2012,Miscellaneous Other,1720 w Montvale,955.0
34,2012,Miscellaneous Other,City owned vacant land (signs),54015.0
34,2012,Sidewalk,ON S LOWE AVE FROM W 118 ST (11800 S) TO W 119 ST (11900,2428.0
34,2012,Sidewalk,ON W 123RD ST FROM S LOOMIS ST (1400 W) TO S LAFLIN ST,5440.0
34,2012,Sidewalk,ON S WENTWORTH AVE FROM W 106 ST (10600 S) TO W 106,23943.0
34,2012,Sidewalk,ON S ASHLAND AVE FROM W 110 ST (11000 S) TO W 111 ST,7647.0
34,2012,Sidewalk,ON W 116TH ST FROM S NORMAL AV (500 W) TO S PARNELL,35628.0
34,2012,Sidewalk,ON W 117TH ST FROM S WENTWORTH AV (200 W) TO S,2428.0
34,2012,Sidewalk,ON W 109TH ST FROM S RACINE AV (1200 W) TO S THROOP,11027.0
34,2012,Sidewalk,ON W 109TH ST FROM S EMERALD AVE (730 W) TO S UNION,8115.0
34,2012,Sidewalk,ON W 109TH PL FROM S RACINE AV (1200 W) TO S THROOP,6763.0
34,2012,Sidewalk,ON W 118TH ST FROM S LAFAYETTE AV (30 W) TO S PERRY,15617.0
34,2012,Sidewalk,ON S PEORIA ST FROM W 118 ST (11800 S) TO W 119 ST (11900,10439.0
34,2012,Sidewalk,ON S SANGAMON ST FROM W 104 ST (10400 S) TO W 105 ST,24665.0
34,2012,Sidewalk,ON S EGGLESTON AVE FROM W 115 ST (11500 S) TO W 116 ST,29656.0
34,2012,Sidewalk,ON S EGGLESTON AVE FROM W 118 ST (11800 S) TO W 119 ST,8015.0
34,2012,Sidewalk,ON S EGGLESTON AVE FROM W 122 ST (12200 S) TO W 123 ST,13109.0
34,2012,Sidewalk,ON W 123RD ST FROM S LAFLIN ST (1500 W) TO S BISHOP ST,26929.0
34,2012,Street Cul-de-Sac,ON S GREEN ST FROM 11358 S TO W 113 ST (11300 S),33147.0
34,2012,Street Resurfacing,ON W VERMONT ST FROM S UNION AV (700 W) TO S,2854.0
34,2012,Street Resurfacing,ON W 114TH ST FROM S HALSTED ST (800 W) TO S UNION,50218.0
34,2012,Street Resurfacing,ON S SANGAMON ST FROM W 111 ST (11100 S) TO Dead End,67237.0
34,2012,Street Resurfacing,ON S SANGAMON ST FROM W 100 ST (10000 S) TO W 101 ST,38981.0
34,2012,Street Resurfacing,ON S PARNELL AVE FROM W 104 ST (10400 S) TO W 105 ST,15995.0
34,2012,Street Speed Hump,ON S MAY ST FROM W 105 ST (10500 S) TO W 106 ST (10600 S),3700.0
34,2012,Street Speed Hump,ON S WALLACE ST FROM W 104 ST (10400 S) TO W 106 ST,5550.0
34,2012,Street Speed Hump,ON S NORMAL AVE FROM W 116 ST (11600 S) TO W 117 ST,3700.0
34,2012,Street Speed Hump,ON S BISHOP ST FROM W 116 ST (11600 S) TO W 117 ST (11700,3700.0
34,2012,Street Speed Hump,ON S EGGLESTON AVE FROM W 114 ST (11400 S) TO W 115 ST,3700.0
34,2012,Street Speed Hump,ON S ADA ST FROM W 116 ST (11600 S) TO W 117 ST (11700 S),3700.0
34,2012,Street Speed Hump,ON S EMERALD AVE FROM W 120 ST (12000 S) TO W 122 ST,7400.0
34,2012,Street Speed Hump,ON S PEORIA ST FROM W VERMONT ST (12782 S) TO W 129,5550.0
34,2012,Street Light Arterial,10905 S NORMAL,3500.0
34,2012,Street Light Residential,ON RACINE FROM W 121 ST (12100 S) TO W 123 ST (12300 S),94555.0
34,2012,Street Light Residential,ON NORMAL FROM W 107 ST (10700 S) TO W 109 ST (10900 S),4000.0
34,2012,Street Light Residential,ON BEVERLY FROM W 109 ST (10900 S) TO W 110 PL (11032 S),160000.0
34,2012,Street Light Residential,ON NORMAL FROM W 109 ST (10900 S) TO W 111 ST (11100 S),144000.0
34,2012,Street Light Upgrade,ON MORGAN FROM W 102 ST (10200 S) TO W 103 ST (10300 S),1750.0
34,2012,Street Light Upgrade,ON NORMAL FROM W 109 ST (10900 S) TO W 110 ST (11000 S),1750.0
34,2012,Traffic Signal,E 122ND ST & S ASHLAND AVE,11400.0
34,2012,Traffic Signal,S HALSTED ST & W 128TH PL FLASHING RED LIGHT,15200.0
34,2012,High Definition Camera,NE corner of 119th & Princeton,22500.0
35,2012,Alley Apron,ON N MONTICELLO AVE FROM 2632 N TO W WRIGHTWOOD,11262.0
35,2012,Alley Resurfacing,W LOGAN BLVD & W SCHUBERT AVE & N SACRAMENTO,4937.0
35,2012,"In-Road ""State Law Stop",W DIVERSEY AVE & N SPRINGFIELD AVE,550.0
35,2012,"In-Road ""State Law Stop",N MILWAUKEE AVE & N DAWSON AVE,550.0
35,2012,"In-Road ""State Law Stop",N ELSTON AVE & W GRACE ST,550.0
35,2012,"In-Road ""State Law Stop",N SACRAMENTO AVE & W SCHUBERT AVE,950.0
35,2012,"In-Road ""State Law Stop",N MILWAUKEE AVE & N SAWYER AVE,550.0
35,2012,"In-Road ""State Law Stop",N ELSTON AVE & N CHRISTIANA AVE,550.0
35,2012,Pedestrian Refuge Island,N KEDZIE AVE & W SCHUBERT AVE,72011.0
35,2012,Sidewalk,ON N WHIPPLE ST FROM W SCHUBERT AV (2700 N) TO W,2319.0
35,2012,Sidewalk,ON N BERNARD ST FROM W WAVELAND AV (3700 N) TO W,7989.0
35,2012,Sidewalk,ON N MILWAUKEE AVE FROM W BELDEN AV (2306 N) TO W,4585.0
35,2012,Sidewalk,ON W BELDEN AVE FROM N RIDGEWAY AV (3732 W) TO N,75280.0
35,2012,Sidewalk,ON N TROY ST FROM W WELLINGTON AV (3000 N) TO W,6836.0
35,2012,Sidewalk,ON N WHIPPLE ST FROM W DIVERSEY AV (2800 N) TO W,3991.0
35,2012,Sidewalk,ON N MILWAUKEE AVE FROM N KEDZIE AV (2664 N) TO N,4398.0
35,2012,Sidewalk,ON W LYNDALE ST FROM N SACRAMENTO AV (3000 W) TO,1820.0
35,2012,Sidewalk,ON N FRANCISCO AVE FROM W DIVERSEY AV (2800 N) TO,39021.0
35,2012,Sidewalk,ON W WRIGHTWOOD AVE FROM N SAWYER AV (3246 W) TO,883.0
35,2012,Sidewalk,ON N RICHMOND ST FROM W GEORGE ST (2900 N) TO Dead,2935.0
35,2012,Street Resurfacing,ON N RICHMOND ST FROM W WABANSIA AV (1710 N) TO W,157791.0
35,2012,Street Resurfacing,ON W BARRY AVE FROM N CENTRAL AV (5600 W) TO N,42204.0
35,2012,Street Resurfacing,ON W PARKER AVE FROM N KIMBALL AV (3400 W) TO N ST,44626.0
35,2012,Street Resurfacing,ON N AVONDALE AVE FROM N WHIPPLE ST (3010 N) TO W,44644.0
35,2012,Street Resurfacing,ON N BERNARD ST FROM Dead End (3650 N) TO W,52119.0
35,2012,Street Speed Hump,ON W WELLINGTON AVE FROM N SACRAMENTO AV (3000,5550.0
35,2012,Street Speed Hump,ON N SAWYER AVE FROM W WRIGHTWOOD AV (2600 N) TO,1850.0
35,2012,Floodlight,2801 N KIMBALL AVE,1500.0
35,2012,Street Light Residential,ON HAMLIN FROM W FULLERTON AV (2400 N) TO W,148000.0
35,2012,Street Light Residential,ON ELBRIDGE FROM N CENTRAL PARK AV (3050 N) TO W,128000.0
35,2012,Street Light Residential,ON SPAULDING FROM W DIVERSEY AV (2800 N) TO W,256000.0
35,2012,Street Light Residential,ON ALBANY FROM W ARMITAGE AV (2000 N) TO W,96000.0
35,2012,Street Light Residential,ON WHIPPLE FROM W ARMITAGE AV (2000 N) TO W,96000.0
35,2012,Street Light Upgrade,3855 W LAWRENCE AVE,350.0
35,2012,Street Light Upgrade,3416 W SCHUBERT AVE,350.0
35,2012,Street Light Upgrade,1904 N CALIFORNIA AVE,1000.0
35,2012,Street Light Upgrade,ON LAWNDALE FROM W ROSCOE ST (3400 N) TO W,1800.0
36,2012,Alley Resurfacing,W BELMONT AVE & W BARRY AVE & N OSCEOLA AVE & N,18622.0
36,2012,Alley Resurfacing,N NORMANDY AVE & N RUTHERFORD AVE & W NORTH,31805.0
36,2012,Alley Speed Hump,W PALMER & DEAD END & N SAYRE AVE & N NEWLAND,700.0
36,2012,Curb & Gutter,ON N NARRAGANSETT AVE FROM W BLOOMINGDALE AV,3486.0
36,2012,Miscellaneous Other,7177 W Grand,525.0
36,2012,Sidewalk,ON W BELDEN AVE FROM N NORMANDY AV (6650 W) TO N,46667.0
